,precipitation,temperature,air pressure,relative humidity,U-wind,V-wind,PM 2.5,longitude,latitude
0,0.008044127739060212,0.3622957099080695,0.8876642645188639,0.774196651863415,0.86852989096378,0.7814982991350776,5.0208335,0.9803108789435994,0.9062684605199982
1,0.005515973410114256,0.35530515832482124,0.8821534548537516,0.7517421397469607,0.8642060408572503,0.7707150976293756,3.8375,0.9830934767078991,0.8897622787178744
2,0.0,0.33532303370786515,0.9283594743535396,0.7141889984842459,0.6970798422152095,0.8132236130386956,2.0416665,0.9742379538510358,0.8147220463339188
3,0.0,0.3385789070480082,0.9542178889359898,0.6907666194662204,0.6252663317502392,0.8681611870256407,3.66944433333333,0.9769510845380334,0.7982753052919999
4,0.0025281542193534173,0.293826608784474,0.8935989826197541,0.6858304982682067,0.6888081289679353,0.8423950107962264,1.0208335,0.9451928863891699,0.8003368745353151
5,0.00045966442344471927,0.3103932584269663,0.9355659177617635,0.6769261227737507,0.7151898734177216,0.8311010260613069,1.9083335,0.9481015221625877,0.7840038301322488
6,0.00022983221172235963,0.35284729315628194,0.9516744383213226,0.7186411862314739,0.6692568067471056,0.8841657282077879,9.9291665,0.9447838306040026,0.7733636937751031
7,0.0,0.4332865168539326,0.9622721492157694,0.7166086657381742,0.20491289635292637,0.6986379086175779,3.5208335,0.03588177771187408,0.9823745852480273
8,0.02643070555358928,0.3529430541368744,0.8846969054684188,0.763840476016602,0.7908259333337903,0.8090805935128206,5.9391305,0.8974918778739588,0.8009688657842396
9,0.05102275220788185,0.3342377425944842,0.8312844425604069,0.7898760956688701,0.754543175836571,0.8386492671152983,5.73194433333333,0.9038703742627195,0.7956567837009619
10,0.0013789932703341579,0.3143194586312564,0.8702840186519711,0.6918312730579488,0.7114926682541672,0.8844494966684643,7.0416665,0.9258655193113468,0.7631783087314399
11,0.0,0.47497446373850866,1.0,0.8631436201178178,0.19338262940218068,0.6967082830849786,4.6125,0.03152322993131372,0.9561724470579516
12,0.07170764775593297,0.3143194586312564,0.8317083509961848,0.721447905727779,0.7349291891214438,0.8801929697583187,7.2041665,0.9102293701751537,0.7633207090571628
13,0.0011491610586117982,0.35699693564862106,0.9542178889359898,0.6959931007347054,0.6471362402600772,0.9603291691974436,5.91875,0.9350170693487189,0.7413848439122539
14,0.0,0.4795390704800817,0.9584569732937686,0.7855206946117992,0.16731419977440776,0.6550510730576875,4.2041665,0.040548658847142094,0.9467903767299273
15,0.0,0.4157622574055158,0.7876218736752861,0.7639372627067592,0.15559593934076946,0.617253114095595,2.9291665,0.04801294534736699,0.9491896588359847
16,0.0,0.15816521961184882,0.6460364561254769,0.31997680947425416,0.117307933324978,0.5547105453625232,1.7458335,0.08558079776040875,0.9601637907138766
17,0.2213284246011116,0.4940947395301328,0.7672742687579482,0.8078784200380963,0.587604970677423,0.6162315476371601,2.4291665,0.5767440680451914,0.9443718106920312
18,0.10158584229376223,0.22976251276813076,0.8804578211106401,0.9933217183791581,0.6277729115221404,0.6224744537720402,4.3166665,0.5989768751232596,0.9365719291218456
19,0.05217191326649365,0.3127872829417773,0.8329800763035184,0.7040263960177473,0.7197643815014413,0.9196367719364522,8.6479165,0.9008720845126774,0.7578604626305897
20,0.0006894966351670789,0.3302157814096016,0.9330224671470962,0.651858370023054,0.6720140444961971,0.9530646966041285,6.50555566666667,0.9256915049218557,0.7362366567786238
21,0.00022983221172235963,0.3691585801838611,0.9758372191606614,0.6952188072134484,0.6461962728456143,0.9855845621976405,9.0,0.9318222718009047,0.7307070948345978
22,0.0,0.4819011746680286,0.9512505298855447,0.7204800388262077,0.14406567239002377,0.617253114095595,3.9949073888888904,0.042069006600839155,0.9349255365846295
23,0.0,0.28345250255362614,0.5074183976261127,0.5367789954262261,0.04919162802356185,0.5206583300813589,10.0130435,0.15497749386014975,0.9635244634832263
24,0.030567685364591844,0.5205886108273748,0.6943620178041543,0.3978900950507441,0.21945105902995357,0.7320090795931189,6.7104165,0.3859114981415301,0.973164617426028
25,0.00873362437422729,0.2978485699693565,0.8338278931750742,0.6686992541103947,0.715127208923424,0.9384789977253631,8.5208335,0.910240150501761,0.7363772158065296
26,0.002068489795908698,0.29130490296220635,0.8342518016108521,0.6558266243194963,0.7164431633036722,0.9379682144961456,8.9291665,0.9164084534308984,0.7309742525852362
27,0.00022983221172235963,0.3324821246169561,0.9631199660873251,0.6463415286840976,0.6468855822828871,0.9854143011212346,12.2041665,0.9286572262005686,0.7200209447545728
28,0.00045966442344471927,0.3576034218590398,0.9749894022891056,0.6967673942559625,0.6660609175379316,0.9817253111324418,12.5208335,0.9347375794527271,0.7144714466635329
29,0.0,0.4330311542390194,0.9249682068673166,0.7535810868599462,0.153653340017546,0.6732122545409752,1.725,0.028856445735424455,0.9181160934568452
30,0.0013789932703341579,0.307073544433095,0.4887664264518864,0.5585560007115804,0.21067802982829922,0.7745743486945742,4.8270835,0.17862936634317714,0.9553131876241263
31,0.019995401871882586,0.6541751787538305,0.7973717676981772,0.7079946503141896,0.4042486680123214,0.6265039659136447,5.9291665,0.5142586586673134,0.938280797451234
32,0.286141094278972,0.5734486721144024,0.7689699025010598,0.8501742036367623,0.5084597143796411,0.6057321145921345,6.2458335,0.5588911905184495,0.9254762545589061
33,0.020455066295327305,0.3333758937691522,0.8359474353539635,0.7207704934149308,0.7573004135856624,0.9304767271342895,10.5416665,0.8947890479707383,0.7361995147697364
34,0.0029878186427981512,0.3068820224719101,0.8512081390419669,0.6810879504505074,0.6824790150438848,0.9791713949863545,9.861111,0.907168554468383,0.7255985300728178
